table_index,column_index,column_name
-1,0,*
0,1,dtstatdate
0,2,vgameappid
0,3,iareaid
0,4,iuserid
0,5,vroleid
0,6,iversion
0,7,cbitmap
0,8,iregdate
0,9,swxid_type
0,10,suserid
0,11,sqq
0,12,swxid
0,13,itemp1
0,14,itemp2
0,15,itemp3
0,16,itemp4
0,17,vtemp1
0,18,vtemp2
0,19,vtemp3
0,20,vtemp4
0,21,vtemp5
1,22,dtstatdate
1,23,vgamesvrid
1,24,vgameappid
1,25,iareaid
1,26,iuserid
1,27,vroleid
1,28,iversion
1,29,cbitmap
1,30,itemp1
1,31,itemp2
1,32,vtemp1
1,33,vtemp2
2,34,dtstatdate
2,35,idate
2,36,seasonid
2,37,seasonidname
2,38,itemp1
2,39,itemp2
2,40,vtemp1
2,41,vtemp2
3,42,vplayerid
4,43,modename
4,44,imode
4,45,startdate
4,46,enddate
4,47,itemp1
4,48,itemp2
4,49,vtemp1
4,50,vtemp2
5,51,dtstatdate
5,52,matchsubmodegroup
5,53,vplayerid
5,54,cbitmap
5,55,dregdate
5,56,itemp1
5,57,itemp2
5,58,vtemp1
5,59,vtemp2
6,60,ds
7,61,vplayerid
7,62,suserid
8,63,matchsubmodegroup
8,64,matchsubmodegroupname
8,65,onlinedate
8,66,itemp1
8,67,itemp2
8,68,vtemp1
8,69,vtemp2
9,70,matchsubmodegroup
9,71,matchsubmodegroupname
9,72,onlinedate
9,73,itemp1
9,74,itemp2
9,75,vtemp1
9,76,vtemp2
10,77,dtstatdate
10,78,saccounttype
10,79,suserid
10,80,suseridtype
10,81,sgamecode
10,82,splattype
10,83,splat
10,84,iregdate
10,85,ilastactdate
10,86,sdayacti
10,87,sweekacti
10,88,smonthacti
10,89,sgroup
10,90,ilevel
10,91,iviplevel
10,92,itimes
10,93,ionlinetime
11,94,dtstatdate
11,95,swxid
11,96,iqq
12,97,dtstatdate
12,98,sappid
12,99,splayerid
12,100,iqq
13,101,dtstatdate
13,102,sappid
13,103,splayerid
13,104,swxid
14,105,kp_imp_date
14,106,id_type
14,107,userid
14,108,gender
14,109,city
14,110,province
14,111,city_level
15,112,dtstatdate
15,113,vgameappid
15,114,vplayerid
15,115,suserid
15,116,suserid_type
15,117,itag
15,118,is_reg
15,119,is_actv
15,120,is_neibu
15,121,is_lowfps
15,122,cbitmap
15,123,gender
15,124,province
15,125,city
15,126,city_level
15,127,iregdate
15,128,iregdate_agamek6
15,129,lastdate
15,130,lastdate_agamek6
15,131,lastdays
15,132,lastdays_agamek6
15,133,lastdays_fps
15,134,lastdays_vie1
15,135,lastdays_vie2
15,136,lastdays_vie3
15,137,lastdays_vie4
15,138,lastdays_vie5
15,139,lastdays_vie6
15,140,lastdays_vie7
15,141,lastdays_vie8
15,142,lastdays_vie9
15,143,lastdays_vie10
15,144,lastdays_vie11
15,145,lastdays_vie12
15,146,lastdays_vie13
15,147,lastdays_vie14
15,148,lastdays_vie15
15,149,vtemp1
15,150,vtemp2
15,151,vtemp3
15,152,itemp1
15,153,itemp2
15,154,itemp3
16,155,tdbank_imp_date
16,156,dteventtime
16,157,apeventid
16,158,apchildid
16,159,apchildindex
16,160,tag
16,161,amount
16,162,allianceforcefectedtargets
16,163,matchinfomatchid
16,164,playerinfosubject
16,165,roundinforoundnumber
16,166,playerinfoteamid
17,167,tdbank_imp_date
17,168,dteventtime
17,169,apeventid
17,170,matchinfobranch
17,171,matchinfochangelist
17,172,matchinfogameid
17,173,matchinfogamemode
17,174,matchinfomap
17,175,matchinfomatchid
17,176,matchinfoversion
17,177,roundinfoattackerscore
17,178,roundinfodefenderscore
17,179,roundinfomatchtime
17,180,roundinforoundnumber
17,181,roundinforoundphase
17,182,roundinforoundtime
17,183,playerinfocharacter
17,184,playerinfoname
17,185,playerinfosubject
17,186,playerinfoteamid
17,187,playerinfoside
17,188,playerinfoteamrole
17,189,pretransactionmoney
17,190,pretransactionmoneyreceiver
17,191,pretransactionmoneysender
17,192,itemcost
17,193,startinvpriweaponid
17,194,startinvpriweaponname
17,195,startinvpriweapontype
17,196,startinvpriweaponavaamt
17,197,startinvsecweaponid
17,198,startinvsecweaponname
17,199,startinvsecweapontype
17,200,startinvsecweaponavaamt
17,201,startinvmeleeid
17,202,startinvmeleename
17,203,startinvmeleetype
17,204,startinvmeleeavaamt
17,205,startinvarmorid
17,206,startinvarmorname
17,207,startinvarmortype
17,208,startinvarmoravaamt
17,209,startinvabilities
17,210,startinvbackpackitems
17,211,startinvpassives
17,212,startinvcurequippedid
17,213,startinvcurequippedname
17,214,startinvcurequippedtype
17,215,startinvcurequippedavaamt
17,216,endinvpriweaponid
17,217,endinvpriweaponname
17,218,endinvpriweapontype
17,219,endinvpriweaponavaamt
17,220,endinvsecweaponid
17,221,endinvsecweaponname
17,222,endinvsecweapontype
17,223,endinvsecweaponavaamt
17,224,endinvmeleeid
17,225,endinvmeleename
17,226,endinvmeleetype
17,227,endinvmeleeavaamt
17,228,endinvarmorid
17,229,endinvarmorname
17,230,endinvarmortype
17,231,endinvarmoravaamt
17,232,endinvabilities
17,233,endinvbackpackitems
17,234,endinvpassives
17,235,endinvcurequippedid
17,236,endinvcurequippedname
17,237,endinvcurequippedtype
17,238,endinvcurequippedavaamt
17,239,itemname
17,240,itemid
17,241,receiverid
17,242,senderid
17,243,transactiontype
17,244,aplogtotal
17,245,clientplatformdetailsplatformtype
17,246,clientplatformdetailsplatformmetadata
17,247,platformtype
17,248,apschemaversion
18,249,tdbank_imp_date
18,250,dteventtime
18,251,gplayerid
18,252,playerid
18,253,source
18,254,sourcename
18,255,acctype
18,256,platid
18,257,ext1
18,258,ext2
18,259,ext3
18,260,ext4
18,261,ext5
19,262,dtstatdate
19,263,idate
19,264,purchasesource
19,265,purchaseditemid
19,266,itemtype
19,267,itemamount
19,268,currencytype
19,269,currencyspent
19,270,itemp1
19,271,itemp2
19,272,itemp3
19,273,itemp4
19,274,vtemp1
19,275,vtemp2
19,276,vtemp3
19,277,vtemp4
19,278,vtemp5
20,279,tdbank_imp_date
20,280,dteventtime
20,281,apeventid
20,282,playername
20,283,rsosubject
20,284,buildversion
20,285,oshostname
20,286,platform
20,287,aplogtotal
20,288,instanceid
20,289,buildconfiguration
20,290,changelist
20,291,isrunningonssd
20,292,clientplatformdetailsplatformtype
20,293,simdsupport
20,294,isrunningonunknowndrivetype
20,295,apschemaversion
21,296,dtstatdate
21,297,vgameappid
21,298,iareaid
21,299,iuserid
21,300,vroleid
21,301,igoodstype
21,302,igoodsid
21,303,icount
21,304,icount1
21,305,vtemp1
21,306,vtemp2
21,307,vtemp3
21,308,itemp1
21,309,itemp2
21,310,itemp3
22,311,tdbank_imp_date
22,312,dteventtime
22,313,apeventid
22,314,matchid
22,315,mapid
22,316,provisioningflowid
22,317,gamepodid
22,318,gamelengthmillis
22,319,gamestartmillis
22,320,gameversion
22,321,iscompleted
22,322,customgamename
22,323,module
22,324,forcepostprocessing
22,325,queueid
22,326,seasonid
22,327,completionstate
22,328,ismatchsampled
22,329,players
22,330,teams
22,331,roundresults
22,332,platforminfoplatformtype
22,333,platforminfoplatformos
22,334,aplogtotal
22,335,platformtype
22,336,apschemaversion
23,337,tdbank_imp_date
23,338,dteventtime
23,339,apeventid
23,340,apchildid
23,341,apchildindex
23,342,expressionassetid
23,343,expressiontypeid
24,344,tdbank_imp_date
24,345,dteventtime
24,346,apeventid
24,347,subject
24,348,matchinfoversion
24,349,matchinfogamemode
24,350,matchinfomapid
24,351,matchinfomatchid
24,352,matchinfoqueueid
24,353,matchinfoisranked
24,354,matchinfoprvflowid
24,355,equippables
24,356,sprayslots
24,357,playercardid
24,358,playertitleid
24,359,characterid
24,360,scopeenvironment
24,361,scopedatacenter
24,362,scopedeployment
24,363,scopeproduct
24,364,scopecomponent
24,365,aplogtotal
24,366,clientplatformdetailsplatformtype
24,367,clientplatformdetailsplatformmetadata
24,368,apschemaversion
25,369,tdbank_imp_date
25,370,dteventtime
25,371,apeventid
25,372,apchildid
25,373,apchildindex
25,374,sprayslotid
25,375,sprayid
25,376,spraylevelid
25,377,subject
25,378,matchinfoversion
25,379,matchinfomatchid
25,380,matchinfogamemode
25,381,matchinfomapid
25,382,matchinfoqueueid
25,383,matchinfoisranked
25,384,matchinfoprvflowid
26,385,tdbank_imp_date
26,386,dteventtime
26,387,ieventid
26,388,vgamesvrid
26,389,vgameappid
26,390,iareaid
26,391,iuserid
26,392,vroleid
26,393,ilevel
26,394,iloginway
26,395,iversion
26,396,vrolename
26,397,inetbarlevel
26,398,iseasonid
26,399,iaccountexp
26,400,ibpid
26,401,ibplevel
26,402,ibpexp
26,403,iacid
26,404,iaclevel
26,405,iacexp
26,406,ivpoint
26,407,irpoint
26,408,icampuslevel
27,409,tdbank_imp_date
27,410,dteventtime
27,411,ieventid
27,412,vgamesvrid
27,413,vgameappid
27,414,iareaid
27,415,iuserid
27,416,vroleid
27,417,ilevel
27,418,ionlinetime
27,419,iplaytime
27,420,iloginway
27,421,iversion
27,422,vrolename
27,423,iaccountexp
27,424,inetbarlevel
27,425,iseasonid
27,426,ilogoutreason
27,427,ibanned
27,428,ibannedtime
27,429,ibpid
27,430,ibplevel
27,431,ibpexp
27,432,iacid
27,433,iaclevel
27,434,iacexp
27,435,ivpoint
27,436,irpoint
27,437,itotalonlinetime
27,438,vlogoutreason
27,439,icampuslevel
28,440,tdbank_imp_date
28,441,dteventtime
28,442,apeventid
28,443,apchildid
28,444,apchildindex
28,445,subject
28,446,name
28,447,teamid
28,448,partyid
28,449,characterid
28,450,competitivetier
28,451,statsscore
28,452,statsroundsplayed
28,453,statskills
28,454,statsdeaths
28,455,statsassists
28,456,statsplaytimemillis
28,457,newexpr
28,458,matchid
28,459,mapid
28,460,provisioningflowid
28,461,gamepodid
28,462,gamelengthmillis
28,463,gamestartmillis
28,464,gameversion
28,465,iscompleted
28,466,customgamename
28,467,module
28,468,forcepostprocessing
28,469,queueid
28,470,seasonid
28,471,completionstate
28,472,ismatchsampled
28,473,statsabilitycastsgrenadecasts
28,474,statsabilitycastsability1casts
28,475,statsabilitycastsability2casts
28,476,statsabilitycastsultimatecasts
28,477,clientplatformdetailsplatformtype
28,478,newexprv2missions
28,479,newexprv2settingstatusissensitivitydefault
28,480,newexprv2settingstatusiscrosshairdefault
29,481,tdbank_imp_date
29,482,dteventtime
29,483,ieventid
29,484,matchid
29,485,vroleid
29,486,wonmatch
29,487,mapid
29,488,seasonid
29,489,queueid
29,490,gamestartmillis
29,491,gamelengthmillis
29,492,teamid
29,493,partyid
29,494,ismatchmvp
29,495,isteammvp
29,496,totalscore
29,497,istopdamage
29,498,istopplant
29,499,istopdefuse
29,500,istopkill
29,501,istopassist
29,502,totalspent
29,503,economyscore
29,504,killscount
29,505,deathscount
29,506,assistscount
29,507,clutchcount
29,508,acecount
29,509,teamacecount
29,510,thriftycount
29,511,flawlesscount
29,512,triplekillcount
29,513,quadrakillcount
29,514,pentakillcount
29,515,sixkillcount
29,516,plantcount
29,517,defusecount
29,518,firstkillcount
29,519,completionstate
29,520,roundsplayed
29,521,roundswon
29,522,characterid
29,523,totaldamage
29,524,competitivetier
29,525,isplayercompleted
29,526,ismatchcompleted
29,527,totalheadshots
29,528,totalbodyshots
29,529,totallegshots
29,530,abilitydefaultcasts
29,531,ability1casts
29,532,ability2casts
29,533,ultimatecasts
29,534,provisioningflowid
30,535,tdbank_imp_date
30,536,gamesvrid
30,537,dteventtime
30,538,vgameappid
30,539,platid
30,540,izoneareaid
30,541,vplayerid
30,542,uid
30,543,actid
30,544,acttype
30,545,awardidx
30,546,awardcnt
30,547,value
30,548,reissueflag
30,549,cond1
30,550,cond2
30,551,cond3
30,552,device_type
31,553,tdbank_imp_date
31,554,dteventtime
31,555,gameappid
31,556,platid
31,557,playerid
31,558,uid
31,559,battleid
31,560,mode
31,561,submode
31,562,map
31,563,eventid
31,564,value1
31,565,value2
32,566,tdbank_imp_date
32,567,dteventtime
32,568,vgameappid
32,569,platid
32,570,izoneareaid
32,571,vplayerid
32,572,uid
32,573,buttontype
32,574,ireason
32,575,extarg1
32,576,extarg2
32,577,extarg3
32,578,devicetype
33,579,tdbank_imp_date
33,580,dteventtime
33,581,vgameappid
33,582,platid
33,583,izoneareaid
33,584,vplayerid
33,585,uid
33,586,actid
33,587,acttype
33,588,recodtype
33,589,arg1
33,590,arg2
33,591,arg3
33,592,strarg1
33,593,strarg2
33,594,strarg3
33,595,device_type
34,596,tdbank_imp_date
34,597,corpssvrid
34,598,dteventtime
34,599,vgameappid
34,600,izoneareaid
34,601,corpsid
34,602,memberuid
34,603,trainid
34,604,taskid
35,605,tdbank_imp_date
35,606,dteventtime
35,607,vgameappid
35,608,platid
35,609,izoneareaid
35,610,vplayerid
35,611,uid
35,612,addresresult
35,613,itemclass
35,614,itemid
35,615,itemnum
35,616,corpslevel
35,617,corpsid
35,618,consumeallmoney
35,619,buyitemlist
36,620,dtstatdate
36,621,dteventtime
36,622,vgameappid
36,623,platid
36,624,izoneareaid
36,625,vplayerid
36,626,uid
36,627,buttontype
36,628,param1
36,629,param2
36,630,param3
36,631,param4
36,632,param5
36,633,param6
36,634,unixtime
36,635,ugcmarea
37,636,tdbank_imp_date
37,637,dteventtime
37,638,vgameappid
37,639,platid
37,640,izoneareaid
37,641,vplayerid
37,642,uid
37,643,sequence
37,644,level
37,645,allianceforcetermoney
37,646,imoney
37,647,reason
37,648,subreason
37,649,addorreduce
37,650,imoneytype
37,651,device_type
38,652,tdbank_imp_date
38,653,dteventtime
38,654,vgameappid
38,655,platid
38,656,izoneareaid
38,657,vplayerid
38,658,uid
38,659,orderid
38,660,productid
38,661,goodsnum
38,662,money
38,663,op
38,664,opres
38,665,midasbillno
39,666,tdbank_imp_date
39,667,gamesvrid
39,668,dteventtime
39,669,vgameappid
39,670,platid
39,671,izoneareaid
39,672,vplayerid
39,673,uid
39,674,type
39,675,num
39,676,list
39,677,seg
40,678,tdbank_imp_date
40,679,dteventtime
40,680,vgameappid
40,681,platid
40,682,izoneareaid
40,683,vplayerid
40,684,uid
40,685,battleid
40,686,ugcmodeid
40,687,ugcmodename
40,688,roundtime
40,689,startime
40,690,endtime
40,691,playernumber
40,692,teammemberlist
40,693,friendcount
40,694,isvip
40,695,ugcisgray
40,696,kills
40,697,damageamount
40,698,move
40,699,reachedarchives
40,700,devicetype
41,701,tdbank_imp_date
41,702,dteventtime
41,703,vgameappid
41,704,platid
41,705,izoneareaid
41,706,vplayerid
41,707,uid
41,708,igoodsinstid
41,709,level
41,710,sequence
41,711,igoodstype
41,712,igoodsid
41,713,count
41,714,allianceforcetercount
41,715,reason
41,716,subreason
41,717,imoney
41,718,imoneytype
41,719,addorreduce
41,720,validhours
41,721,expiretime
41,722,subtype
41,723,device_type
42,724,tdbank_imp_date
42,725,dteventtime
42,726,vgameappid
42,727,platid
42,728,izoneareaid
42,729,vplayerid
42,730,uid
42,731,awardidx
42,732,advancedawardidx
42,733,costnum
42,734,round
42,735,moneyleft
42,736,level
42,737,levelround
42,738,superflag
42,739,activityid
42,740,activitytype
42,741,lotterytype
42,742,realcount
42,743,savedticket
42,744,exemptticket
42,745,luckyvalue
42,746,totalsavedmoney
42,747,luckysavedmoney
42,748,device_type
42,749,moneytype
42,750,freecouponid
42,751,exempttype
42,752,exemptcommmoney
42,753,awardsitems
42,754,usedcoupons
42,755,iswish
42,756,isanchor
42,757,ticketcost
42,758,uscorecost
43,759,tdbank_imp_date
43,760,dteventtime
43,761,vgameappid
43,762,platid
43,763,izoneareaid
43,764,vplayerid
43,765,uid
43,766,activitytype
43,767,discountnum
43,768,allianceforcetermoney
43,769,allianceforceterround
43,770,dailyround
43,771,lotteryround
43,772,suprisehit
43,773,costnum
43,774,awardsitems
43,775,device_type
43,776,couponinfo
43,777,reductionnum
44,778,tdbank_imp_date
44,779,dteventtime
44,780,vgameappid
44,781,platid
44,782,izoneareaid
44,783,vplayerid
44,784,uid
44,785,shopid_1
44,786,shopmoneytype_1
44,787,shopprice_1
44,788,shopcnt_1
44,789,shoptime_1
44,790,itemid_1
44,791,itemextra_1
44,792,shopid_2
44,793,shopmoneytype_2
44,794,shopprice_2
44,795,shopcnt_2
44,796,shoptime_2
44,797,itemid_2
44,798,itemextra_2
44,799,shopid_3
44,800,shopmoneytype_3
44,801,shopprice_3
44,802,shopcnt_3
44,803,shoptime_3
44,804,itemid_3
44,805,itemextra_3
44,806,shopid_4
44,807,shopmoneytype_4
44,808,shopprice_4
44,809,shopcnt_4
44,810,shoptime_4
44,811,itemid_4
44,812,itemextra_4
44,813,shopid_5
44,814,shopmoneytype_5
44,815,shopprice_5
44,816,shopcnt_5
44,817,shoptime_5
44,818,itemid_5
44,819,itemextra_5
44,820,total_ticket
44,821,total_diamond
44,822,total_gold
44,823,present_flag
44,824,billno
44,825,shopid_6
44,826,shopmoneytype_6
44,827,shopprice_6
44,828,shopcnt_6
44,829,shoptime_6
44,830,itemid_6
44,831,itemextra_6
44,832,shopid_7
44,833,shopmoneytype_7
44,834,shopprice_7
44,835,shopcnt_7
44,836,shoptime_7
44,837,itemid_7
44,838,itemextra_7
44,839,total_gun_coin
44,840,total_item_coin
44,841,total_trans_server_coin
44,842,full_sub_resid
44,843,full_sub_value
44,844,total_bw_coin
44,845,shopid_8
44,846,shopmoneytype_8
44,847,shopprice_8
44,848,shopcnt_8
44,849,shoptime_8
44,850,itemid_8
44,851,itemextra_8
44,852,shopid_9
44,853,shopmoneytype_9
44,854,shopprice_9
44,855,shopcnt_9
44,856,shoptime_9
44,857,itemid_9
44,858,itemextra_9
44,859,shopid_10
44,860,shopmoneytype_10
44,861,shopprice_10
44,862,shopcnt_10
44,863,shoptime_10
44,864,itemid_10
44,865,itemextra_10
44,866,shopid_11
44,867,shopmoneytype_11
44,868,shopprice_11
44,869,shopcnt_11
44,870,shoptime_11
44,871,itemid_11
44,872,itemextra_11
44,873,shopid_12
44,874,shopmoneytype_12
44,875,shopprice_12
44,876,shopcnt_12
44,877,shoptime_12
44,878,itemid_12
44,879,itemextra_12
44,880,source
44,881,device_type
45,882,tdbank_imp_date
45,883,gamesvrid
45,884,dteventtime
45,885,gameappid
45,886,playerid
45,887,platid
45,888,areaid
45,889,zoneid
45,890,clientversion
45,891,rolename
45,892,roleid
45,893,rolelevel
45,894,rolebattlepoint
45,895,userip
45,896,groupid
45,897,picurl
45,898,usersign
45,899,receiverplayerid
45,900,receiverroleid
45,901,receiverroletype
45,902,receiverrolelevel
45,903,chattype
45,904,chatroomid
45,905,msgtype
45,906,chatcontents
45,907,chatroomname
45,908,chatroomownerplayerid
45,909,chatroomsign
45,910,currentscene
45,911,battleid
45,912,submode
45,913,accompanytype
45,914,devicetype
46,915,tdbank_imp_date
46,916,iid
46,917,dttime
46,918,suser
46,919,sphoneid
46,920,imodule
46,921,ichannel
46,922,itype
46,923,sappid
46,924,iostype
46,925,iactid
46,926,ijumptype
46,927,sjumpurl
46,928,ipartition
46,929,recommend_id
46,930,changjing_id
46,931,goods_id
46,932,useridt_count
46,933,useridt_fee
46,934,currency_type
46,935,service_type
46,936,sroleid
46,937,act_style
46,938,flow_id
46,939,dteventtime
46,940,reserve0
46,941,reserve1
46,942,reserve2
46,943,reserve3
46,944,reserve4
46,945,reserve5
46,946,reserve6
46,947,reserve7
46,948,reserve8
46,949,reserve9
46,950,taskid
46,951,partflag
47,952,tdbank_imp_date
47,953,dteventtime
47,954,vgameappid
47,955,platid
47,956,izoneareaid
47,957,vplayerid
47,958,uid
47,959,billno
47,960,res
47,961,balance
47,962,amount
47,963,source
47,964,is_online
47,965,gen_balance
47,966,used_gen_amt
47,967,submode
47,968,devicetype
48,969,tdbank_imp_date
48,970,dteventtime
48,971,izoneareaid
48,972,uid
48,973,corpsid
48,974,active
48,975,allianceforceteractive
48,976,reason
48,977,vgameappid
49,978,tdbank_imp_date
49,979,dteventtime
49,980,vgameappid
49,981,platid
49,982,izoneareaid
49,983,vplayerid
49,984,uid
49,985,matchtime
49,986,matchresult
49,987,matchmode
49,988,isaotufill
49,989,gameid
49,990,submodes
49,991,isleader
49,992,teamnum
49,993,teammembers
49,994,matchteammembers
49,995,matchlabel
49,996,corpsid
49,997,teamid
49,998,teamwaittime
49,999,finalbucketidx
49,1000,playermoderating
49,1001,playerlevel
49,1002,regresss
49,1003,matchsubmodegroup
49,1004,matchrating
49,1005,bucketidx
49,1006,device_type
49,1007,strategys
49,1008,match_client_type
49,1009,pandoralost
49,1010,teamjoinsource
49,1011,regressvalue
49,1012,strategy_type
49,1013,playersign
49,1014,livetype
49,1015,liveid
49,1016,matchscene
49,1017,issilentmode
49,1018,ismatchlbs
49,1019,strategy_index
49,1020,xid
49,1021,isanchor
49,1022,isanchorgame
49,1023,tournamentid
49,1024,expandupsection
49,1025,expanddownsection
49,1026,expandupclass
49,1027,expanddownclass
49,1028,isfullbucket
49,1029,timingmatchtime
49,1030,tournamentstage
49,1031,tournamentclubid
49,1032,promotionmatchstatus
49,1033,ugcisgray
49,1034,promotiontaskid
49,1035,strategyabtest
49,1036,accompanytype
49,1037,minusteamnum
49,1038,mobiletabletmatchlabel
49,1039,ratingtype
49,1040,idcname
49,1041,strategyextendinfo
49,1042,playerabtest
49,1043,gameabtest
49,1044,matchtype
49,1045,matchisolatetype
49,1046,predictmatchtime
49,1047,expandspeed
49,1048,escapehardid
49,1049,gameplayernum
49,1050,gameaistrategy
49,1051,isfixmatchlabel
49,1052,realmatchsubmodes
49,1053,aitype
49,1054,decratingtype
49,1055,forcematchtype
49,1056,ispcaigame
49,1057,matchsubclienttype
49,1058,heroexcludetype
49,1059,natalhero
49,1060,iswarmescapegame
49,1061,cancrossdevicematch
49,1062,aiteamatetype
49,1063,isfirstteam
49,1064,firstteamwaittime
49,1065,firstteamrankbucket
49,1066,matchprocessinfo
49,1067,isabtwarmgame
49,1068,warmplayertype
49,1069,escapeplayertype
49,1070,secondarydecratingtype
49,1071,finalsecondarybucketidx
49,1072,playersecondarymoderating
49,1073,secondarymatchrating
49,1074,secondarybucketidx
49,1075,escapeasset
49,1076,escapewarmscore
49,1077,pvethemeid
49,1078,escapelesspeoplegamenum
49,1079,garybucketgroup
49,1080,matchsubclienttypebefore
49,1081,frustratiggerlevel
49,1082,frustramanualscore
49,1083,frustramodelscore
49,1084,frustragroup
49,1085,frustrathreshold
49,1086,recomtraceid
50,1087,tdbank_imp_date
50,1088,gamesvrid
50,1089,dteventtime
50,1090,vgameappid
50,1091,platid
50,1092,izoneareaid
50,1093,vplayerid
50,1094,uid
50,1095,gameid
50,1096,exitreason
50,1097,isallianceforceeescape
50,1098,escapebantype
50,1099,gamestate
50,1100,submodegroup
50,1101,lobbyexitreason
50,1102,mode
50,1103,submode
50,1104,roundtime
51,1105,tdbank_imp_date
51,1106,dteventtime
51,1107,vgameappid
51,1108,platid
51,1109,izoneareaid
51,1110,vplayerid
51,1111,uid
51,1112,level
51,1113,playerfriendsnum
51,1114,clientversion
51,1115,screenwidth
51,1116,screenhight
51,1117,density
51,1118,loginchannel
51,1119,vroleid
51,1120,vrolename
51,1121,deviceid
51,1122,device_type
51,1123,gender
51,1124,emulatorname
51,1125,warzoneid
51,1126,devicename
51,1127,historymaxsegment
51,1128,seasonmaxsegment
51,1129,firstlogincg
51,1130,lobbybgid
51,1131,signature
51,1132,devicelevel
51,1133,iswxrealname
51,1134,iswxlowlv
51,1135,iszombie
51,1136,topsegtimes
51,1137,clanid1
51,1138,clanid2
51,1139,clanid3
51,1140,fpslevel
51,1141,renderqualityapply
51,1142,devicetcqualitygrade
51,1143,relogin
51,1144,gameid
51,1145,startime
51,1146,rolesettingstr
51,1147,creditscore
51,1148,usenewpickup
51,1149,isqrlogin
51,1150,is_gamematrix
51,1151,clientsceneversion
51,1152,whitetype
51,1153,mobiletablettype
51,1154,behaviorlevel
51,1155,clientostype
51,1156,pclogintype
51,1157,escapecoincount
51,1158,vsteamlevel
51,1159,connectidx
51,1160,isinds
52,1161,tdbank_imp_date
52,1162,gamesvrid
52,1163,dteventtime
52,1164,vgameappid
52,1165,platid
52,1166,izoneareaid
52,1167,vplayerid
52,1168,uid
52,1169,onlinetime
52,1170,level
52,1171,playerfriendsnum
52,1172,clientversion
52,1173,loginchannel
52,1174,deviceid
52,1175,ticket
52,1176,itemcoin
52,1177,luckycoin
52,1178,ironcoin
52,1179,diamond
52,1180,corpsid
52,1181,corpsname
52,1182,clannum
52,1183,clanid1
52,1184,clanid2
52,1185,clanid3
52,1186,logoutreason
52,1187,gameid
52,1188,rolesettingstr
52,1189,historytotalcharm
52,1190,device_type
52,1191,clientostype
53,1192,tdbank_imp_date
53,1193,dteventtime
53,1194,vgameappid
53,1195,platid
53,1196,izoneareaid
53,1197,vplayerid
53,1198,uid
53,1199,tournamentid
53,1200,beforstage
53,1201,allianceforceterstage
53,1202,ruletype
53,1203,ispass
53,1204,teamrank
53,1205,battlecount
53,1206,clubid
54,1207,tdbank_imp_date
54,1208,dteventtime
54,1209,vgameappid
54,1210,platid
54,1211,izoneareaid
54,1212,vplayerid
54,1213,uid
54,1214,buttontypes
54,1215,ireasons
54,1216,extarg1s
